Petition ID,Month,Date,Year,Priority,Filing Party,Ground (landlord): Capital Improvement,Ground (landlord): Comparable Rents,Ground (landlord): Extension of Time for Capital Improvements,Ground (landlord): Intent to Withdraw (Ellis),Ground (landlord): Other,Ground (landlord): Operating & Maintenance,Ground (landlord): Substantial Rehabilitation,Ground (landlord):  Costa-Hawkins,Ground (landlord):  Exemption,Ground (landlord): Rules and Regulations Section 1.21,Ground (landlord): Rules and Regulations Section 6.14,Ground (landlord): Rules and Regulations Section 6.15,Ground (landlord): SRO Hotel Vistor Policy Petition,Ground (landlord): Utility Passthrough Petition,Ground (landlord): Owner Move-In Disability Determination,Ground (landlord): Utility Passthrough Worksheet,Ground (landlord): Non-Comparable Rents,Ground (tenant): Decrease in Housing Services,Ground (tenant): Failure to Repair and Maintain,Ground (tenant): Passthrough Challenge,Ground (tenant): Summary Petition,Ground (tenant): Unlawful Rent Increase,Ground (tenant): Wrongful Eviction Report,Ground (tenant): Section 8 tenancy,Ground (tenant): SRO Hotel Vistor Policy Petition,Ground (tenant): Rules and Regulations Section 6.15,Ground (tenant): Other,Ground (tenant): Utility Passhtrough Hardship,Ground (tenant): Water Revenue Bond Passthrough Hardship,Ground (tenant): Capital Improvement Passthrough Hardship Petition,Ground (tenant): Wrongful Severance of Housing Service,Ground: Alternative Dispute Resolution,Address,Petition Source Zipcode,Supervisor District,Neighborhoods - Analysis Boundaries,Location0,Location1
L061310,9,1,2006,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,100 Block Of Clinton Park,94103,8,Mission,-122.423396857401,37.7692677114942
L011510,8,27,2001,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,700 Block Of 37th Avenue,94121,1,Outer Richmond,-122.497181646612,37.7747852338874
L2K0997,5,8,2000,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0 Block Of Day Street,94110,8,Noe Valley,-122.423681393686,37.7431291379962
L081015,7,2,2008,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1500 Block Of Waller Street,94117,5,Haight Ashbury,-122.448932869848,37.7688509939095
L120789,5,9,2012,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,700 Block Of Presidio Avenue,94115,2,Presidio Heights,-122.446266007574,37.7849123608206
L151928,8,26,2015,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1300 Block Of Clay Street,94109,3,Nob Hill,-122.415302531984,37.7931726097693
L041067,7,30,2004,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0 Block Of Parker Street,94118,,,,
S002-50C,12,29,1997,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2100 Block Of 16th Avenue,94116,7,West of Twin Peaks,-122.472876696617,37.7478510533362
L031500,12,3,2003,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,300 Block Of Upper  Terrace,94114,8,Haight Ashbury,-122.445175477332,37.7629253320457
L151626,7,21,2015,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2500 Block Of Post Street,94115,2,Presidio Heights,-122.443805103085,37.7837376864231
L081684,10,23,2008,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,300 Block Of Chestnut Street,94123,3,North Beach,-122.408817647944,37.8042509635773
L081150,7,28,2008,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,785700 Block Of Guerrero Street,94110,8,Mission,-122.423447331815,37.759173746597
L2K2688,12,7,2000,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1600 Block Of North Point Street,94123,2,Marina,-122.434335915803,37.8038740286953
L091243,8,27,2009,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,100 Block Of Portola Drive,94131,8,Twin Peaks,-122.444276469327,37.7484965082079
L131643,10,16,2013,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1000 Block Of Pine Street,94109,3,Nob Hill,-122.413101980863,37.7906221866345
L2K2510,11,7,2000,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,500 Block Of Broderick Street,94117,5,Hayes Valley,-122.43962967309,37.7752371577751
S001-04C,7,3,1997,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1800 Block Of Taylor Street,94133,3,Russian Hill,-122.413910908049,37.79913571209
L991082,5,26,1999,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2000 Block Of Sacramento Street,94109,2,Pacific Heights,-122.426614088781,37.790716423709
L131325,8,26,2013,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1300 Block Of Cabrillo Street,94118,1,Outer Richmond,-122.473002709261,37.7750083306838
L030243,2,18,2003,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1000 Block Of Pine Street,94109,3,Nob Hill,-122.413101980863,37.7906221866345
L122106,12,26,2012,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,100 Block Of Fell Street,94102,5,Hayes Valley,-122.420316348058,37.7762095924813
L142483,12,15,2014,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2700 Block Of Golden Gate Avenue,94118,1,Lone Mountain/USF,-122.455945572423,37.7769799077183
L2K0241,1,27,2000,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2300 Block Of Francisco Street,94123,2,Marina,-122.443858484425,37.8007477403997
L021988,12,20,2002,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,500 Block Of 24th Avenue,94121,1,Outer Richmond,-122.483662765925,37.7791756018211
L980393,11,25,1998,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1500 Block Of Church Street,94131,8,Noe Valley,-122.426925757836,37.7456948892503
L100133,1,29,2010,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2300 Block Of Francisco Street,94123,2,Marina,-122.443880408156,37.8008562072991
L130270,2,22,2013,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2300 Block Of Chestnut Street,94123,2,Marina,-122.442022688403,37.8001383199864
L980073,2,24,1998,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3700 Block Of 24th Street,94114,8,Noe Valley,-122.426890387337,37.7517927847399
L020644,4,11,2002,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1800 Block Of Green Street,94123,2,Marina,-122.429558903485,37.7969417343042
L050054,1,18,2005,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0 Block Of Diaz Avenue,94132,7,Lakeshore,-122.47629028734,37.7181624968095
S001-16C,7,31,1997,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,400 Block Of Roosevelt Way,94114,8,Castro/Upper Market,-122.443256054145,37.7633574787803
L010925,10,6,2000,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1200 Block Of Clayton Street,94114,8,Castro/Upper Market,-122.446476747696,37.7614343037164
L090729,5,8,2009,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,800 Block Of Pine Street,94108,3,Nob Hill,-122.409788680072,37.7909306098255
L091189,8,21,2009,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1700 Block Of Chestnut Street,94123,2,Marina,-122.432123526793,37.8012860840755
L980136,5,12,1998,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1400 Block Of 10th Avenue,94122,7,Inner Sunset,-122.467256491779,37.7611932001992
L020467,3,19,2002,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,900 Block Of Pine Street,94108,3,Nob Hill,-122.410821345972,37.7909112073048
L980335,10,20,1998,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,300 Block Of Liberty Street,94114,8,Castro/Upper Market,-122.429051968676,37.757322453303
L2K1814,8,11,2000,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1200 Block Of Willard Street,94117,5,Inner Sunset,-122.454430157524,37.7657079197204
L150959,4,22,2015,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2700 Block Of Sacramento Street,94115,2,Pacific Heights,-122.438128300362,37.7892608135006
L151351,6,25,2015,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,200 Block Of 11th Avenue,94118,1,Inner Richmond,-122.469908010819,37.7836341349838
L011872,10,25,2001,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3500 Block Of Divisadero Street,94109,2,Marina,-122.443250158125,37.8023149956081
L160061,1,15,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,500 Block Of Shotwell Street,94110,9,Mission,-122.41578502652,37.7596358018242
L980248,8,27,1998,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,700 Block Of 27th Street,94131,8,Noe Valley,-122.436920443716,37.7462472676125
L980045,2,24,1998,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,100 Block Of Broderick Street,94117,5,Haight Ashbury,-122.438872422134,37.7715147030101
L011700,10,3,2001,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1100 Block Of Post Street,94109,3,Tenderloin,-122.420738096688,37.7866690094364
L031227,9,30,2003,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,300 Block Of Serrano Drive,94132,7,Lakeshore,-122.48048461062,37.7191183784423
L080831,5,30,2008,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5400 Block Of Fulton Street,94121,1,Outer Richmond,-122.49008215581,37.7723557461626
L980348,10,28,1998,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0 Block Of Stanyan Street,94118,,,,
L061131,7,28,2006,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,400 Block Of Grove Street,94102,5,Hayes Valley,-122.423998389761,37.7777627622532
L011450,8,13,2001,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3900 Block Of 25th Street,94114,8,Noe Valley,-122.427828138027,37.7500090767428
L131346,8,28,2013,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,300 Block Of Dolores Street,94110,8,Castro/Upper Market,-122.426428418376,37.7634973390253
L2K0862,4,28,2000,No,landlord,true,false,false,false,false,true,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2100 Block Of Sacramento Street,94109,2,Pacific Heights,-122.428259150237,37.7905089594273
L030816,6,25,2003,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,7700 Block Of Geary Boulevard,94121,1,Outer Richmond,-122.50240580745,37.7791723211207
L050344,3,31,2005,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,600 Block Of Waller Street,94117,5,Haight Ashbury,-122.434805116991,37.7706513154894
L131454,9,13,2013,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2000 Block Of Sacramento Street,94109,2,Pacific Heights,-122.426614088781,37.790716423709
L020666,4,11,2002,No,landlord,true,false,false,false,false,true,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,300 Block Of Grove Street,94102,5,Hayes Valley,-122.422332366495,37.7778637474939
L021687,10,25,2002,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,900 Block Of Burnett Avenue,94131,8,Twin Peaks,-122.444848180311,37.7474821482617
L990039,1,11,1999,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3900 Block Of 22nd Street,94114,8,Noe Valley,-122.435174489581,37.7544998650281
L110262,2,28,2011,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0 Block Of Oakwood Street,94110,8,Mission,-122.424875062073,37.7606967374831
L031211,9,30,2003,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,100 Block Of Serrano Drive,94132,7,Lakeshore,-122.477542614177,37.7200426334805
L091579,11,12,2009,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1700 Block Of Great  Highway,94122,4,Sunset/Parkside,-122.508487038865,37.753766733856
L2K1921,9,1,2000,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1400 Block Of Fulton Street,94117,5,Hayes Valley,-122.44065533919,37.7764852876297
L121297,8,13,2012,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2800 Block Of Turk Street,94118,,,,
L2K2102,9,22,2000,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1200 Block Of Taylor Street,94108,3,Nob Hill,-122.412851827445,37.7938853061603
L2K2437,11,2,2000,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1300 Block Of 8th Avenue,94122,5,Inner Sunset,-122.465248954706,37.7631497459163
L140442,2,28,2014,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2700 Block Of Golden Gate Avenue,94118,1,Lone Mountain/USF,-122.455945572423,37.7769799077183
L021336,8,14,2002,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,400 Block Of Leavenworth Street,94102,6,Tenderloin,-122.414455368577,37.7851285056516
L021421,8,27,2002,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,100 Block Of Palm Avenue,94118,2,Presidio Heights,-122.45775884165,37.7825976747063
L031306,10,10,2003,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1600 Block Of Kirkham Street,94122,4,Sunset/Parkside,-122.478474857182,37.7598158026402
L160119,1,22,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,200 Block Of Chenery Street,94131,8,Glen Park,-122.426907273009,37.7378049834203
L031506,12,5,2003,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,900 Block Of South Van Ness Avenue,94110,9,Mission,-122.416865021922,37.7579612750786
L020862,5,20,2002,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1400 Block Of Larkin Street,94109,3,Nob Hill,-122.419197310472,37.7912373166567
L031637,12,26,2003,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,100 Block Of Font Boulevard,94132,7,Lakeshore,-122.473629919957,37.715545052959
L040039,1,13,2004,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,100 Block Of Broderick Street,94117,5,Haight Ashbury,-122.438872422134,37.7715147030101
L980439,12,31,1998,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,400 Block Of Hyde Street,94109,6,Tenderloin,-122.41609739069,37.7849211330456
L011992,10,29,2001,No,landlord,true,false,false,false,false,true,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,900 Block Of Guerrero Street,94110,8,Mission,-122.423183995393,37.7563776485781
L2K2222,10,4,2000,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2100 Block Of Great Highway,94116,4,Sunset/Parkside,-122.507499984699,37.7463258767958
S002-49C,12,29,1997,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4300 Block Of Anza Street,94121,1,Outer Richmond,-122.494778929621,37.7777558850954
L041164,9,22,2004,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,800 Block Of Bush Street,94108,3,Nob Hill,-122.411265643888,37.7898998858886
L152460,11,23,2015,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2100 Block Of Balboa Street,94121,1,Outer Richmond,-122.481786615563,37.7764791576493
L040649,5,20,2004,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1300 Block Of 19th Street,94107,10,Potrero Hill,-122.395916339512,37.7612747218242
L090316,2,23,2009,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2400 Block Of Judah Street,94122,4,Sunset/Parkside,-122.488239824517,37.7611501334416
L980323,10,14,1998,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0 Block Of Palm Avenue,94118,2,Presidio Heights,-122.457923268304,37.7848523992894
L060624,4,28,2006,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,300 Block Of Laguna Honda Boulevard,94116,7,West of Twin Peaks,-122.458963820531,37.7481253610652
L150444,3,4,2015,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,100 Block Of Irving Street,94122,5,Inner Sunset,-122.459355126158,37.7643971921623
L070339,3,7,2007,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3800 Block Of 26th Street,94131,8,Noe Valley,-122.425978677926,37.74850944309
L111435,11,2,2011,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,400 Block Of Warren Drive,94122,7,Inner Sunset,-122.462145213334,37.7579474136076
L080942,6,24,2008,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3500 Block Of 19th Street,94110,8,Mission,-122.422574067478,37.7600869611271
L051020,8,24,2005,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,100 Block Of Haight Street,94102,5,Hayes Valley,-122.424646169167,37.772900089786
L012049,11,13,2001,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,400 Block Of Warren Drive,94131,7,Inner Sunset,-122.462011746779,37.7579763885838
L150971,4,28,2015,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0 Block Of Palm Avenue,94118,2,Presidio Heights,-122.458061463416,37.7848461900279
S002-53C,12,5,1997,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,800 Block Of Ashbury Street,94117,5,Haight Ashbury,-122.446234261428,37.7662094883029
L070258,2,26,2007,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1800 Block Of California Street,94109,2,Western Addition,-122.424784565648,37.7900019447748
L2K0101,1,19,2000,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1900 Block Of Greenwich Street,94123,2,Marina,-122.431746985767,37.7994201233945
L091636,11,25,2009,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,500 Block Of Roosevelt Way,94114,8,Castro/Upper Market,-122.444152293527,37.7628421259626
S001-36C,8,28,1997,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0 Block Of Hancock Street,94114,8,Castro/Upper Market,-122.429382397926,37.7603693924106
L131169,7,30,2013,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3300 Block Of Broderick Street,94123,2,Marina,-122.444866754404,37.8011521483969
L130904,6,12,2013,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0 Block Of Bonita Street,94109,3,Russian Hill,-122.42262056899,37.7973537256486
L011821,10,1,2001,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2700 Block Of Bucareli Drive,94132,7,Lakeshore,-122.479280369356,37.7173821578052
L020490,3,22,2002,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,300 Block Of Waller Street,94117,5,Hayes Valley,-122.429448384157,37.7713327431083
L060905,6,16,2006,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1100 Block Of Fell Street,94117,5,Hayes Valley,-122.436786554097,37.7742233832718
R003-21C,5,19,1997,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,600 Block Of Elizabeth Street,94114,8,Noe Valley,-122.435274998155,37.7520810027236
L030808,6,25,2003,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2700 Block Of 42nd Avenue,94116,4,Sunset/Parkside,-122.499956627986,37.7356184935254
L091394,9,28,2009,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1300 Block Of Union Street,94109,3,Russian Hill,-122.421501930436,37.7988120848898
L071539,10,4,2007,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2200 Block Of Leavenworth Street,94133,3,Russian Hill,-122.417769534564,37.8014947904884
L040631,5,18,2004,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1200 Block Of Treat Street,94110,,,,
L991263,6,18,1999,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,500 Block Of 41st Avenue,94121,1,Outer Richmond,-122.501732853709,37.7783491693917
L080661,4,30,2008,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0 Block Of Cumberland Street,94110,8,Mission,-122.424733436252,37.7591515867675
L031222,9,30,2003,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,100 Block Of Serrano Drive,94132,7,Lakeshore,-122.477542614177,37.7200426334805
L990456,3,9,1999,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,800 Block Of Bush Street,94108,3,Nob Hill,-122.411265643888,37.7898998858886
